customer_number,stage_grouped,max_closed_date,cloud_revenue,total_opp_amount,employees,mk_fit_score,industry,ee_count,contacts_count,non_ee_count,emb_world_attendees,email_clicks,a365_new_wb_visits,a365_rest_wb_visits,total_webinars_attended,total_webinar_attendees,assembly_app_events,assembly_app_days_used,comms_events,comms_days_used,libs_events,libs_days_used,manufacturing_events,manufacturing_days_used,mcad_events,mcad_days_used,multi_cad_events,multi_cad_days_used,part_request_events,part_request_days_used,share_events,share_days_used,tasks_events,tasks_days_used,version_control_events,version_control_days_used,web_review_events,web_review_days_used
25758,won,6/14/2024,168870,875000.03,823,0,Aerospace,44,187,76,0,10,0,33,0,0,2,2,795,85,445,63,0,0,1,1,0,0,0,0,3,2,0,0,4481,167,4163,108
26355,won,6/27/2024,26215.25,21215.25,0,0,Automotive,22,107,28,0,85,3,27,7,14,6,6,27,14,2452,132,177,69,121,50,248,61,2170,136,500,84,6,5,27953,167,49924,158
1852761,won,9/3/2024,35499.98,146978.99,0,0,Aerospace,0,0,0,0,2,0,2,0,0,0,0,0,0,5043,106,1,1,4,2,0,0,1,1,2,2,0,0,3070,119,750,66
1718599,won,6/26/2024,0,81245.99,300,0,Industrial/Instrumentation,6,43,12,0,28,3,166,2,2,4,3,6,4,944,80,7,5,3,2,0,0,0,0,114,36,0,0,8732,141,9897,127
940662,won,6/27/2024,0,26970,8,0,Industrial/Instrumentation,0,3,2,0,2,0,11,0,0,1,1,0,0,3969,72,0,0,10,3,0,0,0,0,1,1,0,0,2229,61,172,5
1741041,won,3/29/2024,45000,137316,208,70,Communications,14,39,9,0,12,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857618,won,9/26/2024,17837.19,20728.19,0,0,Industrial/Instrumentation,0,0,0,0,2,0,22,0,0,0,0,84,17,1354,76,7,2,9,8,0,0,4,2,31,2,35,11,2874,116,817,59
1842529,lost,2/1/2024,600,600,0,0,Service Bureau / Engineering Services,0,2,2,0,3,0,21,0,0,0,0,0,0,609,41,0,0,0,0,0,0,0,0,0,0,0,0,2094,88,0,0
1524311,lost,5/2/2024,19789,19789,0,0,Service Bureau / Engineering Services,8,27,12,0,21,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350151,won,2/27/2024,8359.99,8359.99,6591,0,Industrial/Instrumentation,27,272,40,0,25,0,329,2,2,196,38,365,61,3082,92,336,74,16,11,27,16,317,59,648,84,185,46,21745,116,70643,112
1859476,lost,2/19/2024,1253.99,1253.99,0,0,Industrial/Instrumentation,0,0,0,0,4,3,0,0,0,3,2,24,5,186,3,0,0,1,1,0,0,0,0,1,1,0,0,212,14,60,7
1709677,won,6/27/2024,0,67386.4,0,0,Aerospace,28,123,46,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
574517,lost,7/14/2023,45000,337199.75,22,0,Service Bureau / Engineering Services,13,52,19,0,31,0,41,1,1,0,0,120,32,8813,78,0,0,70,14,0,0,15,4,89,12,68,20,4701,81,694,47
998474,lost,6/20/2024,15347.6,15347.6,22,14,Industrial/Instrumentation,8,21,10,0,2,1,19,1,1,0,0,0,0,92,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,48,11
934912,won,9/27/2024,19469.98,19469.99,393,70,Service Bureau / Engineering Services,18,75,22,0,14,6,58,1,1,2059,64,943,86,6134,126,3,2,29,24,246,73,1866,106,533,93,203,39,22245,151,72115,150
1844376,lost,6/11/2024,19789,19789,0,0,Aerospace,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676851,lost,3/7/2024,600,600,0,0,Service Bureau / Engineering Services,0,1,1,0,2,0,5,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,61,21,0,0
1840733,lost,4/27/2024,1200,1200,0,0,Communications,0,1,1,0,1,0,0,0,0,19,1,0,0,9,4,6,5,95,4,0,0,0,0,3,1,0,0,686,19,240,13
577589,lost,5/20/2024,19789,26959,900,0,Consumer Electronics,5,13,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,1
1803431,lost,6/28/2024,0,28511.99,0,0,Service Bureau / Engineering Services,3,13,5,0,4,0,6,0,0,0,0,0,0,992,80,0,0,2144,39,0,0,0,0,0,0,0,0,794,91,144,11
1304326,lost,5/2/2024,499,499,1,0,Service Bureau / Engineering Services,0,6,4,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169186,lost,1/31/2024,63600,65996,50,0,Industrial/Instrumentation,13,31,14,0,23,0,61,1,1,0,0,6,3,52,2,15,6,1492,36,0,0,0,0,2,2,0,0,1215,122,121,11
1832001,won,8/30/2024,0,30433.42,0,0,Automotive,3,12,6,0,7,2,49,1,1,1,1,44,14,423,43,7,1,7,4,0,0,1,1,1,1,44,15,4093,130,257,24
1692286,won,6/28/2024,0,26972,0,0,Service Bureau / Engineering Services,6,14,4,0,0,0,10,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
539538,lost,8/14/2024,0,26970,270,0,Service Bureau / Engineering Services,5,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786967,won,6/10/2024,0,26970,10,0,Medical Device,2,16,6,0,167,11,7,0,0,2,2,0,0,232,34,0,0,10,8,0,0,4,2,180,30,0,0,778,116,8956,142
1847163,won,5/14/2024,0,26970,0,0,Aerospace,1,15,3,0,3,6,257,1,1,1,1,70,5,557,39,0,0,4,2,0,0,2,2,18,8,53,5,1981,109,1689,67
1851995,won,6/21/2024,0,26970,0,0,,0,0,0,0,3,0,0,0,0,0,0,22,2,942,51,0,0,50,15,21,8,76,12,6,1,25,4,1387,79,469,35
1474483,won,6/3/2024,0,28511.99,0,0,Communications,6,32,13,0,8,3,434,0,0,255,72,1013,90,2067,114,1955,138,9,8,0,0,5,4,4,1,7,4,10739,153,50413,160
569077,won,8/6/2024,0,39675,10800,0,Industrial/Instrumentation,7,31,16,0,2,0,0,1,1,0,0,0,0,3008,61,0,0,1,1,0,0,0,0,0,0,0,0,2794,123,609,18
1439336,lost,6/12/2024,0,29938.8,517,0,Medical Device,19,69,18,0,5,0,6,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,36,5,60,14
1761302,lost,6/28/2024,0,30185.99,0,0,Communications,4,22,9,0,31,13,75,0,0,4,3,4,2,4652,85,122,55,741,23,0,0,1,1,11,7,0,0,8121,129,3459,106
1936826,won,9/2/2024,10345.48,10345.49,0,0,Aerospace,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392510,lost,8/28/2024,13435.48,13435.49,20,14,Electronics,7,31,15,0,23,0,58,5,5,0,0,0,0,105,4,0,0,1,1,0,0,0,0,1,1,0,0,242,13,47,3
538691,won,6/26/2024,0,30185.99,20,0,Retail,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
596302,won,7/10/2024,0,30000,3,0,Service Bureau / Engineering Services,2,4,1,0,3,0,1,1,1,0,0,0,0,48,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,5
1824752,won,6/19/2024,0,23288.4,0,0,,0,3,1,0,0,0,1,0,0,0,0,0,0,28,4,0,0,3,2,2,1,4,1,0,0,0,0,3,1,18,4
22742,won,6/26/2024,0,26970,123,0,Medical Device,6,23,11,0,34,0,27,3,4,6,6,98,11,755,64,84,46,490,20,0,0,2,2,19,5,84,16,1552,108,8503,130
238471,won,6/27/2024,0,85535.99,35,0,Military/Defense,11,77,6,0,116,42,285,3,3,73,15,1580,92,7669,123,7,4,5013,101,154,42,1085,96,1775,57,1443,88,22895,132,23850,127
1749451,won,6/28/2024,0,26970,0,0,Medical Device,4,14,8,0,6,0,14,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1855236,lost,9/12/2024,18881.09,18881.09,0,0,Electronic Component and Semiconductor,0,0,0,0,11,6,32,0,0,6,2,69,19,1912,81,13,6,15,6,0,0,6,5,53,11,76,17,6512,115,3553,94
1357341,won,6/20/2024,0,26970,2,0,Medical Device,9,34,10,0,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053301,won,6/28/2024,0,28511.99,20,0,Industrial/Instrumentation,6,29,15,0,3,0,136,2,2,16,4,316,36,1801,89,5,3,2280,70,6,2,45,11,48,10,258,45,4676,135,11673,131
1799815,won,6/28/2024,0,32592.45,0,0,Industrial/Instrumentation,4,18,2,0,3,1,1,0,0,11,3,358,59,2140,96,6,3,4,3,0,0,2,2,59,7,198,50,3469,136,2289,85
1717890,lost,8/7/2024,527.99,527.99,11,0,Industrial/Instrumentation,3,8,2,0,4,1,3,0,0,796,21,236,54,55,16,0,0,1240,46,0,0,0,0,1,1,0,0,1896,97,5446,125
1106666,lost,6/29/2024,527.99,527.99,39,0,Electronic Component and Semiconductor,3,42,21,0,16,1,13,2,2,45,4,0,0,610,61,0,0,615,30,0,0,3,3,92,21,0,0,3928,106,4132,103
1721348,lost,9/30/2024,1055.99,1055.99,20,79,Service Bureau / Engineering Services,12,31,8,0,2,0,0,1,1,143,25,32,16,7715,128,34,21,1545,39,0,0,2,2,258,36,1,1,16607,152,27167,157
1838636,lost,8/15/2024,999,999,0,0,Aerospace,3,11,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1789946,lost,8/16/2024,991.6,6756.05,0,0,Aerospace,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529895,lost,8/29/2024,3167.99,3167.99,1,0,Consumer Electronics,1,11,4,0,11,3,63,0,0,52,16,6,4,1549,81,0,0,66,8,0,0,1,1,401,23,0,0,6465,167,7537,144
1626299,lost,8/20/2024,1055.99,1055.99,1,0,Engineering,0,4,2,0,1,0,0,0,0,96,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,62,168,7
1721983,won,10/7/2024,1583.99,7033.94,0,0,Medical Device,1,5,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,5,1
1818122,won,10/9/2024,4558.94,4558.94,500,70,Academic,1,13,2,0,23,3,21,1,1,2,2,57,20,20239,78,0,0,82,4,0,0,2,1,36,6,2,1,2664,127,335,24
1815595,lost,9/25/2024,5697,4497,0,0,Industrial/Instrumentation,4,11,6,0,3,0,5,0,0,818,17,258,75,1372,106,0,0,44,4,0,0,0,0,4,2,0,0,3649,148,5873,135
1818122,lost,9/5/2024,1055.99,1055.99,500,70,Academic,1,13,2,0,23,3,21,1,1,2,2,57,20,20239,78,0,0,82,4,0,0,2,1,36,6,2,1,2664,127,335,24
491893,won,9/25/2024,4558.94,4558.94,50,14,Service Bureau / Engineering Services,5,24,11,0,10,0,11,4,4,3,3,50,11,1038,72,4,2,2201,61,13,4,30,7,946,22,26,7,4808,121,10311,130
358098,lost,9/6/2024,1055.99,1055.99,80,0,Consumer Electronics,2,11,4,0,2,0,0,0,0,40,5,49,16,509,45,0,0,114,11,0,0,0,0,10,2,0,0,912,84,828,47
1820991,lost,9/6/2024,1055.99,1055.99,0,0,Automotive,1,7,4,0,0,0,305,0,0,380,7,37,9,415,35,0,0,10,6,0,0,0,0,44,16,12,6,1990,110,8238,137
1830550,lost,9/9/2024,1055.99,1055.99,0,0,Service Bureau / Engineering Services,0,2,1,0,2,0,7,0,0,4,1,1,1,2197,80,0,0,9,4,0,0,2,2,3,1,0,0,119,24,79,4
200832,won,10/19/2023,5000,5000,100,0,Industrial/Instrumentation,5,26,13,0,16,84,148,0,0,4,3,46,12,948,78,6,3,53,13,1,1,4,3,12,8,20,13,1290,106,2727,105
1832439,lost,9/21/2023,20000,20000,0,0,Aerospace,1,6,4,0,3,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539155,lost,6/12/2024,15000,15000,3,0,Industrial/Instrumentation,8,36,9,0,10,30,283,0,0,11,10,433,81,6163,141,6,5,11,8,9,4,40,10,379,16,56,23,24020,156,12631,147
1636525,won,12/18/2023,6000,6000,27,0,Military/Defense,6,18,2,0,9,0,0,0,0,0,0,0,0,173,8,0,0,0,0,0,0,0,0,17,2,0,0,9,4,5,4
1066269,lost,1/21/2024,1200,1200,2,0,Industrial/Instrumentation,1,9,4,0,0,0,16,0,0,22,4,19,7,4,3,0,0,1,1,0,0,0,0,9,4,0,0,481,54,592,27
1619502,lost,1/24/2024,1325.99,1325.99,43,0,Automotive,5,14,4,0,11,7,106,0,0,180,7,0,0,335,43,1,1,2587,53,0,0,1,1,52,9,0,0,4499,84,3789,77
1761609,won,1/18/2024,662.99,662.99,0,0,Service Bureau / Engineering Services,1,2,1,0,0,0,3,0,0,28,2,0,0,8,2,0,0,180,6,0,0,0,0,0,0,0,0,343,55,26,3
186075,won,6/18/2024,5000,5000,1050,85,Communications,17,38,15,0,9,0,73,1,1,0,0,0,0,1797,46,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,6
1134942,lost,3/8/2024,1253.99,1253.99,48,0,Industrial/Instrumentation,4,14,5,0,5,0,1,1,1,31,2,154,33,1749,80,35,19,7,5,0,0,4,4,16,6,13,4,4744,106,6545,106
25901,lost,5/30/2024,4935.8,13821.72,150,0,Communications,4,19,10,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781082,lost,5/23/2024,599.4,599.4,0,0,Industrial/Instrumentation,6,14,4,0,21,5,28,4,4,11,6,169,20,11,9,43,17,1,1,0,0,0,0,52,8,0,0,2549,123,4740,117
1775331,lost,10/17/2024,527.99,527.99,0,0,Consumer Electronics,2,12,6,0,7,4,10,0,0,101,17,0,0,73,20,0,0,944,25,0,0,0,0,9,7,0,0,1351,83,2795,90
1847602,lost,6/29/2024,527.99,527.99,0,0,Industrial/Instrumentation,0,4,2,0,7,0,2,0,0,2,2,21,7,2,2,0,0,0,0,0,0,0,0,5,2,0,0,1189,117,486,30
1758873,lost,7/31/2024,558.99,558.99,0,0,Industrial/Instrumentation,2,22,6,0,12,1,2,1,1,1,1,192,20,1265,79,15,8,277,10,0,0,1,1,4,3,12,4,2871,129,6429,117
1754857,lost,7/16/2024,1055.99,1055.99,0,0,Service Bureau / Engineering Services,4,13,3,0,12,13,44,0,0,1393,42,139,42,1659,91,9,4,2810,88,0,0,1,1,43,13,56,14,3043,131,4264,116
1704606,lost,9/26/2024,499,499,501,0,Service Bureau / Engineering Services,3,34,13,0,2,0,9,0,0,408,16,0,0,724,40,51,31,323,24,0,0,4,3,28,8,0,0,1289,79,8958,112
1163876,lost,7/31/2024,499,499,5,0,Communications,3,10,5,0,6,2,166,1,1,1,1,6,5,1172,88,23,11,58,3,0,0,0,0,39,6,0,0,923,88,3535,114
1825986,won,9/30/2024,14397,147136.42,0,0,Aerospace,11,35,12,0,13,3,261,2,2,3,3,254,35,1341,102,20,16,15,11,0,0,1,1,17,7,163,27,2232,125,10099,135
1307170,lost,9/13/2024,9299,9299,51,0,Industrial/Instrumentation,3,20,3,0,0,0,2,1,1,0,0,21,6,1262,21,0,0,9,3,0,0,5,4,0,0,16,3,344,48,540,27
1842196,lost,8/14/2024,1055.99,1055.99,0,0,,1,2,0,0,0,0,0,0,0,2,2,0,0,569,14,0,0,567,9,0,0,1,1,4,3,0,0,197,18,341,12
1536855,lost,1/2/2024,15000,15000,0,0,Consumer Electronics,61,387,44,0,20,112,78,1,1,67,16,60,20,14396,94,7,4,21,12,0,0,49,17,210,55,59,10,118682,102,14984,96
1741837,lost,1/2/2024,5000,5000,2021,0,Medical Device,14,58,21,0,33,0,7,1,1,0,0,0,0,1361,55,5,3,280,8,0,0,1,1,15,10,0,0,5232,86,1989,61
765280,lost,10/1/2024,5224.99,5224.99,87,74,Component OEM,2,26,16,0,2,8,5,0,0,0,0,0,0,300,25,0,0,1,1,0,0,0,0,1,1,0,0,96,20,5,4
1760474,lost,1/2/2024,5000,5000,431,0,Aerospace,11,986,6,0,17,3,94,0,0,15,8,716,51,2751,81,92,34,8,7,123,32,808,63,74,19,100,14,9473,94,22863,88
1623326,lost,12/26/2023,7000,7000,0,0,Other,3,10,1,0,8,0,154,0,0,18,2,0,0,537,29,0,0,4,2,0,0,1,1,0,0,0,0,290,43,396,14
1801443,lost,9/30/2024,918,918,0,0,Communications,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765684,won,10/4/2024,18700.06,18700.06,0,0,Industrial/Instrumentation,16,64,21,0,26,0,157,2,4,6,4,983,62,3770,129,22,16,55,14,0,0,4,4,56,12,602,85,15934,145,29807,157
1799050,lost,6/29/2024,558.99,558.99,4,0,Service Bureau / Engineering Services,0,3,2,0,2,0,0,0,0,2,2,6,3,215,5,0,0,93,9,0,0,0,0,0,0,4,2,366,58,275,27
1823240,lost,6/29/2024,499,499,20,0,Industrial/Instrumentation,2,8,4,0,3,0,21,0,0,1,1,0,0,1,1,6,5,363,21,0,0,0,0,2,1,0,0,260,34,2462,101
939706,lost,6/28/2024,0,28511.99,7,0,Service Bureau / Engineering Services,4,21,7,0,2,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748661,won,6/28/2024,0,30185.99,0,0,Consumer Electronics,5,12,6,0,57,0,63,2,2,1,1,0,0,116,17,53,2,4,4,0,0,0,0,1,1,0,0,143,15,99,12
1507770,lost,6/28/2024,0,26974.5,10,0,Industrial/Instrumentation,5,39,14,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788404,won,6/27/2024,0,26970,0,0,Industrial/Instrumentation,4,16,9,0,7,18,1,0,0,1,1,15,9,1454,54,7,3,12,10,17,6,88,16,8,2,4,4,593,52,5949,135
1802214,lost,6/29/2024,527.99,527.99,0,0,Industrial/Instrumentation,1,5,2,0,3,0,0,0,0,201,17,9,3,76,22,315,105,71,13,0,0,0,0,1,1,0,0,8303,80,5869,128
1849484,lost,6/29/2024,527.99,527.99,0,0,Communications,0,0,0,0,2,0,8,0,0,120,49,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,5843,101,3417,97
1783440,lost,6/29/2024,499,499,20,0,Automotive,0,2,0,0,1,0,0,0,0,9,4,6,3,152,16,0,0,5,4,0,0,0,0,18,10,11,6,178,38,2752,103
1576040,won,6/27/2024,499,499,0,0,Service Bureau / Engineering Services,0,5,1,0,4,0,19,0,0,35,10,216,30,530,46,0,0,0,0,0,0,0,0,57,19,0,0,5857,155,3703,104
1267192,won,6/28/2024,1699,2183.01,51,0,Service Bureau / Engineering Services,2,6,2,0,6,13,6,1,1,21,5,0,0,10,2,255,23,6,5,2,2,3,3,0,0,4,1,42,13,970,48
1749261,won,6/28/2024,527.99,527.99,0,0,Service Bureau / Engineering Services,1,2,1,0,23,3,49,0,0,326,12,36,11,396,51,1,1,2,2,0,0,0,0,20,7,0,0,1580,59,5939,122
854615,lost,10/12/2023,32000,65437.5,1,0,Industrial/Instrumentation,7,59,25,0,17,10,77,2,2,15,8,3833,132,7669,154,6,6,7,4,0,0,2,2,84,17,99,14,18427,170,20186,159
1729090,won,8/27/2024,0,26970,17,0,Medical Device,4,14,4,0,1,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,1,1,0,0,3,1,9,4
1166429,lost,7/30/2024,2111.98,1055.99,160,0,Communications,8,89,23,0,27,4,55,1,1,3238,60,18,6,1965,110,31,22,524,10,0,0,1,1,30,15,11,5,26079,162,17697,134
1316470,won,8/14/2024,0,37595.24,29,0,Service Bureau / Engineering Services,8,25,10,0,5,2,44,0,0,48,12,447,58,1480,106,9,6,85,13,4,1,26,9,12,6,76,22,2403,146,10326,141
1931194,lost,10/22/2024,3009.58,3009.59,0,0,Maritime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865243,lost,9/18/2024,3167.98,3167.99,12,0,Aerospace,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951475,won,10/21/2024,6694.57,6694.59,0,0,Consumer Electronics,0,0,0,0,3,8,0,0,0,0,0,0,0,44,6,0,0,3,2,0,0,0,0,0,0,1,1,1,1,51,12
1723936,won,8/22/2024,0,26773.2,0,0,Industrial/Instrumentation,3,16,5,0,9,0,79,2,2,7,6,46,8,565,46,0,0,4,4,0,0,0,0,0,0,39,9,778,109,7744,114
1474483,lost,9/30/2024,5224.99,5224.99,0,74,Communications,6,32,13,0,8,3,434,0,0,255,72,1013,90,2067,114,1955,138,9,8,0,0,5,4,4,1,7,4,10739,153,50413,160
175607,won,8/26/2024,0,75920,97,0,Service Bureau / Engineering Services,15,54,15,0,27,0,28,2,3,1,1,11,2,118,14,0,0,2,1,0,0,0,0,7,4,0,0,2046,113,304,37
1853201,won,7/30/2024,0,26970,0,0,Industrial/Instrumentation,0,0,0,0,2,0,29,0,0,0,0,0,0,993,56,0,0,11,4,0,0,7,4,0,0,0,0,30,3,16,8
1540724,lost,8/29/2024,0,26970,4000,0,Medical Device,24,108,48,0,29,0,11,1,1,0,0,0,0,2,1,0,0,4,2,0,0,0,0,26,4,0,0,792,103,1628,61
1841198,won,8/30/2024,0,26970,0,0,Aerospace,5,18,5,0,0,0,8,0,0,0,0,12,5,1749,87,0,0,4,3,0,0,2,2,26,7,0,0,2326,142,3390,127
38260,won,8/27/2024,15000,41970,500,0,Communications,11,39,15,0,3,18,14,3,3,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
676829,lost,8/7/2024,1055.99,1055.99,13,0,Electronics,2,8,6,0,5,0,0,0,0,16,6,2,1,2340,47,0,0,673,15,22,2,6,6,16,7,0,0,1252,63,1042,32
486813,won,9/30/2024,23832.25,57024,5585,0,Automotive,18,70,32,0,5,0,30,1,1,0,0,0,0,2365,48,0,0,11,5,1,1,6,4,25,7,0,0,21,8,131,16
1795478,lost,10/17/2024,1349.1,1349.1,11,0,Automotive,10,35,12,0,4,0,9,0,0,0,0,0,0,78,9,0,0,1,1,0,0,0,0,21,1,0,0,451,34,1276,39
1382632,lost,10/10/2024,4319.1,4319.1,5,0,Service Bureau / Engineering Services,9,26,8,0,5,7,60,0,0,0,0,1078,75,3461,128,0,0,449,11,0,0,0,0,24,7,639,57,7281,148,767,55
1931152,won,10/16/2024,3167.98,7127.99,0,0,Aerospace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760941,won,9/30/2024,15000,15000,1348,0,Medical Device,6,36,23,0,1,0,2,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
508177,won,10/1/2024,4319.1,4319.1,150,0,Medical Device,10,24,7,0,4,0,4,0,0,3,3,0,0,1010,61,0,0,7,4,0,0,8,4,6,2,0,0,1971,113,6001,113
1840072,lost,10/10/2024,4559.05,4559.05,0,0,Service Bureau / Engineering Services,3,15,3,0,6,1,10,0,0,1,1,0,0,2103,94,1,1,4,1,0,0,0,0,45,7,3,1,10247,119,378,31
1790925,lost,10/18/2024,5499,5499,0,0,Aerospace,4,9,3,0,10,0,14,0,0,0,0,537,48,2340,126,21,15,8226,121,2,1,9,5,6,4,32,16,5175,129,2259,96
621166,won,10/22/2024,1808.46,1808.46,2600,0,Consumer Electronics,0,18,6,0,12,5,14,0,0,0,0,393,15,1464,51,1,1,14,5,0,0,3,3,64,4,19,8,2105,104,1306,56
1766845,won,9/26/2024,11162.22,11162.24,0,56,Industrial/Instrumentation,3,20,8,0,49,0,4,4,6,65,8,486,55,1570,96,18,10,34,9,28,14,192,39,43,17,176,30,16069,118,29554,145
595003,won,10/22/2024,27297,27297,49,0,Electronics,5,46,2,0,13,24,25,0,0,1,1,2,1,3187,70,0,0,878,16,0,0,14,12,22,8,0,0,1086,103,559,48
1887075,lost,10/9/2024,999,999,0,0,Industrial/Instrumentation,0,0,0,0,0,0,0,0,0,2,1,0,0,138,5,0,0,3,2,0,0,3,2,0,0,0,0,2,1,60,3
1170965,won,3/29/2024,51000,127804.43,1785,0,Service Bureau / Engineering Services,20,89,29,0,100,0,57,1,1,8,5,45,6,112,31,0,0,4,4,0,0,0,0,143,54,0,0,5115,119,17712,126
1168258,lost,1/2/2024,5000,5000,15,0,Automotive,11,53,23,0,9,12,37,0,0,0,0,348,39,1894,46,0,0,1172,39,0,0,0,0,9,3,121,13,9254,95,1003,50
1053301,won,7/9/2024,2947.98,2947.99,20,14,Industrial/Instrumentation,6,29,15,0,3,0,136,2,2,16,4,316,36,1801,89,5,3,2280,70,6,2,45,11,48,10,258,45,4676,135,11673,131
1407512,lost,6/18/2024,1325.99,1325.99,26,0,Aerospace,2,25,14,0,0,0,0,0,0,1,1,0,0,7,3,0,0,4,2,0,0,0,0,0,0,0,0,24,6,106,5
31626,won,8/1/2024,29283,29283,7,14,Aerospace,8,34,17,0,22,0,29,5,6,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2
1850261,won,6/13/2024,0,26970,0,0,Aerospace,0,0,0,0,1,0,0,0,0,0,0,102,21,2704,109,0,0,5,2,0,0,3,2,2,1,54,15,2863,146,1204,51
1780735,lost,8/20/2024,45000,45000,27,0,Industrial/Instrumentation,22,222,79,0,10,0,60,0,0,14,14,319,67,11959,156,458,116,74,31,0,0,58,22,282,83,71,32,39857,179,61281,174
23478,lost,5/17/2024,600,600,27,0,Service Bureau / Engineering Services,16,72,27,0,21,3,143,4,5,95,13,615,81,17157,151,76,34,4305,54,8,8,121,42,480,48,167,37,15404,146,26022,165
1339418,lost,4/3/2024,600,600,3,0,Consumer Electronics,0,3,2,0,2,0,2,1,1,1,1,11,7,1450,67,16,10,1,1,0,0,0,0,32,20,0,0,5208,129,1324,90
1708076,lost,8/30/2024,17538,17538,10,14,Electronic Component and Semiconductor,4,13,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
584668,won,9/18/2024,4079.15,4079.15,753,77,Medical Device,26,82,30,0,19,1,24,0,0,10,7,31,7,3072,104,0,0,24,13,1,1,8,6,39,13,1,1,6400,140,1719,83
1781649,won,9/25/2024,12936.37,12936.37,0,0,Medical Device,6,35,13,0,49,10,62,0,0,5,5,3,2,267,26,3,3,417,24,0,0,9,8,25,10,7,3,813,70,3558,120
1556733,lost,9/4/2024,999,999,15,0,Service Bureau / Engineering Services,3,7,1,0,2,4,5,0,0,5,2,12,7,0,0,1,1,1,1,1,1,1,1,0,0,1,1,803,83,937,75
1834952,lost,9/30/2024,1055.99,1055.99,0,0,Medical Device,0,4,2,0,1,0,17,0,0,40,4,37,11,12,8,0,0,1015,27,0,0,0,0,0,0,0,0,7395,93,2378,112
1750282,won,9/9/2024,4079.15,4079.15,0,14,Service Bureau / Engineering Services,4,21,8,0,10,0,2,0,0,39,28,548,64,3130,141,66,42,598,43,143,13,2,2,46,11,207,35,9511,150,22411,170
